id,name,streetAddress,city,state,zipCode,telephone,website,priceRange,category,ratingValue,neighborhood,Takes Reservations,Delivery,Take-out,Accepts Credit Cards,Good For,Parking,Attire,Ambience,Alcohol,Outdoor Seating,Wi-Fi,Waiter Service,Caters
716,the marshal,628 10th Ave,New York,NY,10036,(212) 582-6300,the-marshal.com,$$,American (New),4.0,Hell's Kitchen; Midtown West,Yes,Yes,Yes,Yes,Brunch,Street,Casual,Intimate,Full Bar,No,Free,Yes,Yes
717,gratitude cafe,499 Rogers Ave,New York,NY,11225,(347) 413-7944,brooklyncleanbean.wix.com/cof…,$$,Coffee & Tea;Breakfast & Brunch;Sandwiches,4.5,Prospect Lefferts Gardens,No,Yes,Yes,Yes,Breakfast,Street,Casual,Casual,No,No,Free,No,No
718,luke’s lobster,93 E 7th St,New York,NY,10009,(212) 387-8487,lukeslobster.com,$$,Seafood,4.0,East Village,No,No,Yes,Yes,Lunch,Street,Casual,Casual,No,No,No,No,No
719,the meatball shop,84 Stanton St,New York,NY,10002,(212) 982-8895,meatballshop.com,$$,Italian;American (Traditional),4.0,Lower East Side,No,No,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,Yes,No,Yes,No
720,hu kitchen,78 5th Ave,New York,NY,10011,(212) 510-8919,hukitchen.com,$$,Cafes;Soup;Breakfast & Brunch,4.0,Union Square; Greenwich Village,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,No,Free,No,Yes
721,eagle trading,258 Franklin St,New York,NY,11222,(718) 576-3217,,$,Cafes,4.5,Greenpoint,No,No,Yes,Yes,Breakfast,Street,Casual,Casual,Beer & Wine Only,No,Free,No,No
722,gaia italian café,251 E Houston St,New York,NY,10002,(646) 350-3977,gaiaitaliancafe.com,$,Italian,4.5,Lower East Side,Yes,No,No,Yes,Lunch,Street,Casual,Casual,No,No,Free,Yes,Yes
723,rincon criollo,40-09 Junction Blvd,New York,NY,11368,(718) 639-8158,rincon-criollo.com,$$,Cuban,4.5,,No,Yes,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,No,No,Yes,Yes
724,cafe himalaya,78 E 1st St,New York,NY,10009,(212) 358-0160,,$,Asian Fusion;Himalayan/Nepalese;Vegetarian,4.0,East Village,No,Yes,Yes,Yes,Dinner,Street,Casual,Casual,No,No,No,Yes,No
725,momofuku ssäm bar,207 2nd Ave,New York,NY,10003,(212) 254-3500,momofuku.com,$$$,Korean;American (New),4.0,East Village,No,Yes,Yes,Yes,Dinner,Street,Casual,Trendy,Full Bar,No,No,Yes,No
726,cow & clover,291 Kent Ave,New York,NY,11249,(718) 782-8810,cowandclover.com,$$,American (New),4.0,Williamsburg - South Side,Yes,No,Yes,Yes,Brunch,Street,Casual,Casual,Full Bar,No,Free,Yes,Yes
727,great jones cafe,54 Great Jones St,New York,NY,10012,(212) 674-9304,greatjones.com,$$,Southern;Cajun/Creole,4.0,East Village; NoHo,No,No,Yes,Yes,Brunch; Dinner,Street,Casual,Casual,Full Bar,No,No,Yes,No
728,senya,109 1st Ave,New York,NY,10003,(212) 995-5278,senyanyc.com,$$,Japanese;Sushi Bars,4.0,East Village,Yes,No,Yes,Yes,Dessert,,Casual,Casual,Beer & Wine Only,No,Free,Yes,Yes
729,westville,173 Ave A,New York,NY,10009,(212) 677-2033,westvillenyc.com,$$,American (New),4.0,East Village; Alphabet City,No,Yes,Yes,Yes,Brunch; Dinner,Street,Casual,Casual,Beer & Wine Only,No,No,Yes,Yes
730,sakagura,211 E 43rd St,New York,NY,10017,(212) 953-7253,sakagura.com,$$$,Japanese,4.0,Midtown East,Yes,No,No,Yes,Dinner,Street,Casual,Casual,Full Bar,No,No,Yes,No
731,ruby’s,219 Mulberry St,New York,NY,10012,(212) 925-5755,rubyscafe.com,$$,Burgers;Coffee & Tea;Breakfast & Brunch,4.0,Nolita,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,No,No,Yes,No
732,beijing pop kabob restaurant,122 Mulberry St,New York,NY,10013,(212) 966-6206,,$$,Asian Fusion;Ethnic Food,4.0,Little Italy; Chinatown,Yes,Yes,Yes,Yes,Brunch,Street,Casual,Divey,Beer & Wine Only,No,No,Yes,Yes
733,trading post,170 John St,New York,NY,10038,(646) 370-3337,tradingpostnyc.com,$$,Bars;American (New),4.0,South Street Seaport,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Classy,Full Bar,Yes,Free,Yes,Yes
734,patsys pizzeria,450 Dean St,New York,NY,11217,(718) 622-2268,patsyspizza.nyc,$$,Pizza;Italian,5.0,Park Slope; Prospect Heights,No,No,Yes,Yes,Dessert,Street,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
735,northern bell,612 Metropolitan Ave,New York,NY,11211,(718) 388-9040,northernbellny.com,$$,Bars;Barbeque;Southern,4.0,Williamsburg - North Side,Yes,Yes,Yes,Yes,Brunch,Street,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
736,karczma,136 Greenpoint Ave,New York,NY,11222,(718) 349-1744,karczmabrooklyn.com,$$,Polish,4.5,Greenpoint,No,No,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,No,Free,Yes,No
737,la pulperia,371 W 46 St,New York,NY,10036,(212) 960-3176,pulperianyc.com,$$$,Latin American;Seafood;Cocktail Bars,4.0,Theater District; Hell's Kitchen; Midtown West,Yes,No,Yes,Yes,Dinner,Street,Casual,Intimate,Full Bar,No,Free,Yes,Yes
738,angel’s share,Village Yokocho 8 Stuyvesant St,New York,NY,10003,(212) 777-5415,,$$$,Japanese;Cocktail Bars,4.5,East Village,No,No,No,Yes,Late Night,Street,Casual,Intimate,Full Bar,No,No,Yes,No
739,the musket room,265 Elizabeth St,New York,NY,10012,(212) 219-0764,musketroom.com,$$$,Diners;American (Traditional);Cocktail Bars,4.5,Nolita,Yes,No,No,Yes,Dinner,Street,Dressy,Trendy,Full Bar,No,No,Yes,No
740,freemans,191 Chrystie St Ste 2F,New York,NY,10002,(212) 420-0012,freemansrestaurant.com,$$,Breakfast & Brunch;American (New);Lounges,4.0,Lower East Side,Yes,No,No,Yes,Brunch,Street,Casual,Hipster,Full Bar,No,No,Yes,No
741,rattle ‘n’ hum,14 E 33rd St,New York,NY,10016,(212) 481-1586,rattlenhumbarnyc.com,$$,Pubs;American (New),4.0,Midtown East,Yes,No,Yes,Yes,Late Night,Street,Casual,Casual,Full Bar,No,Free,Yes,No
742,newtown,55 Waterbury St,New York,NY,11206,(347) 984-6215,newtownbk.com,$,Vegetarian;Middle Eastern,4.5,East Williamsburg,No,Yes,Yes,No,Lunch,Street,Casual,Hipster,No,Yes,Free,Yes,Yes
743,the shakespeare,24 E 39th St,New York,NY,10016,(646) 837-6779,theshakespearenyc.com,$$,Pubs;British,4.0,Midtown East; Murray Hill,Yes,No,Yes,Yes,Brunch; Dinner,Street,Casual,Intimate,Full Bar,No,No,Yes,
744,the islands,803 Washington Ave,New York,NY,11238,(718) 398-3575,,$$,Caribbean,4.0,Crown Heights; Prospect Heights,No,Yes,Yes,No,Dinner,Street,Casual,Casual,No,No,No,Yes,Yes
745,greenpoint heights,278 Nassau Ave,New York,NY,11222,(718) 389-0110,greenpointheightsbar.com,$$,Bars;American (New),4.0,Greenpoint,No,No,Yes,No,Brunch,Street,Casual,Casual,Full Bar,Yes,Free,Yes,No
746,dark horse,17 Murray St,New York,NY,10007,(212) 608-3900,darkhorseny.com,$$,American (Traditional);American (New),4.0,TriBeCa; Civic Center,Yes,Yes,Yes,Yes,Late Night,Garage; Street,Casual,Casual,Full Bar,No,Free,Yes,No
747,emily,919 Fulton St,New York,NY,11238,(347) 844-9588,pizzalovesemily.com,$$,Pizza,4.0,Clinton Hill,No,No,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,No,No,Yes,No
748,marlow & sons,81 Broadway,New York,NY,11249,(718) 384-1441,marlowandsons.com,$$$,American (New),4.0,South Williamsburg,No,No,Yes,Yes,Dinner,Street,Casual,Hipster,Full Bar,Yes,No,Yes,No
749,brooklyn comfort,221 Church Ave,New York,NY,11218,(718) 435-6800,bkcomfort.com,$$,American (New);Comfort Food,4.0,Kensington; Flatbush,No,No,Yes,Yes,Dinner,Street,Casual,Casual,No,No,No,No,Yes
750,royale,157 Ave C,New York,NY,10009,(212) 254-6600,royalenyc.com,$$,Burgers;Bars,4.0,East Village; Alphabet City,No,No,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,Yes,Free,Yes,No
751,shake shack,215 Murray St,New York,NY,10282,(646) 545-4600,shakeshack.com,$$,Burgers;Fast Food,4.0,Battery Park,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,Yes,No,No,No
752,artichoke basille’s pizza,328 E 14th St,New York,NY,10003,(212) 228-2004,artichokepizza.com,$,Pizza,4.0,Gramercy; East Village,No,Yes,Yes,No,Late Night,Street,Casual,Casual,No,No,No,No,No
753,schnitz,177 1st Ave,New York,NY,10003,(646) 861-3923,schnitznyc.com,$$,Comfort Food;American (Traditional),4.0,East Village,No,Yes,Yes,Yes,Brunch,Street,Casual,Casual,Beer & Wine Only,No,Free,No,Yes
754,open door,1009 50th Ave,New York,NY,11101,(718) 361-8589,opendoorlicqueens.com,$$,Gastropubs;American (New),4.0,Hunters Point; Long Island City,Yes,Yes,Yes,Yes,Brunch,Street,Casual,Casual,Full Bar,No,Free,Yes,Yes
755,rye,247 S 1st St,New York,NY,11211,(718) 218-8047,ryerestaurant.com,$$$,American (New),4.0,Williamsburg - South Side,Yes,No,Yes,Yes,Dinner,Street,Casual,Hipster,Full Bar,No,No,Yes,No
756,bedouin tent restaurant,405 Atlantic Ave,New York,NY,11217,(718) 852-5555,,$,Middle Eastern,4.0,Downtown Brooklyn; Boerum Hill,No,Yes,Yes,No,Lunch; Dinner,Street,Casual,Casual,No,Yes,No,Yes,No
757,a little taste,148 W 28th St,New York,NY,10001,(212) 431-1000,alittletasteinc.com,$,Cafes,4.5,Chelsea,No,No,Yes,Yes,Breakfast,,Casual,Hipster,No,No,No,No,No
758,red bamboo,140 W 4th St,New York,NY,10012,(212) 260-1212,redbamboo-nyc.com,$$,Vegetarian;Soul Food;Vegan,4.0,Greenwich Village,No,Yes,Yes,Yes,Dinner,Street,Casual,Casual,Beer & Wine Only,No,No,Yes,Yes
759,lucha lucha,283 Nostrand Ave,New York,NY,11216,(929) 273-2380,luchalucha.nyc,$$,Mexican,4.5,Bedford Stuyvesant,No,No,Yes,No,Lunch,Street,Casual,Casual,No,No,Free,No,No
760,teshigotoya,432 E 13th St,New York,NY,10009,(212) 777-3174,teshigotoyanyc.wix.com/teshig…,$$,Japanese;Bars,4.5,East Village; Alphabet City,Yes,No,No,Yes,,,Casual,,No,No,No,,
761,wafels & dinges,52nd St,New York,NY,,,wafelsanddinges.com,$,Food Stands,4.5,Theater District; Hell's Kitchen; Midtown West,No,No,Yes,Yes,Dessert,Street,Casual,Casual,No,No,No,No,No
762,shake shack,366 Columbus Ave,New York,NY,10024,(646) 747-8770,shakeshack.com,$$,Burgers;American (New),4.0,Upper West Side,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,No,No,No,No
763,gentleman farmer,40 Rivington St,New York,NY,10002,(212) 677-2172,gentlemanfarmernyc.com,$$$,American (New);French,4.0,Lower East Side,Yes,No,No,Yes,Dinner,Street,Casual,Intimate,Beer & Wine Only,No,Free,Yes,No
764,daniel,60 E 65th St.,New York,NY,10065,(212) 288-0033,danielnyc.com,$$$$,French;American (Traditional);Bars,4.5,Upper East Side,Yes,No,No,Yes,Dinner,Street,Formal (Jacket Required),Upscale,Full Bar,No,No,Yes,No
765,wallflower,235 W 12th St,New York,NY,10014,(646) 682-9842,wallflowernyc.com,$$$,American (New),4.5,West Village,Yes,No,No,Yes,Dinner; Late Night,Street,Casual,Intimate,Full Bar,No,No,Yes,No
766,num pang sandwich shop,140 E 41st St,New York,NY,10017,(212) 867-8889,numpangnyc.com,$,Cambodian;Sandwiches,4.0,Midtown East; Murray Hill,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,No,No,No,No,Yes
767,lillie’s victorian bar & restaurant,249 W 49th St,New York,NY,10019,(212) 957-4530,lilliesnyc.com,$$,Lounges;American (Traditional),4.0,Theater District; Midtown West,Yes,No,Yes,Yes,Late Night,Street,Casual,Classy,Full Bar,No,Free,Yes,No
768,speedy romeo,376 Classon Ave,New York,NY,11238,(718) 230-0061,speedyromeo.com,$$,Pizza;Steakhouses,4.0,Bedford Stuyvesant; Clinton Hill,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Casual,Beer & Wine Only,No,Free,Yes,Yes
769,the lobster place,Chelsea Market 75 9th Ave,New York,NY,10011,(917) 983-0695,lobsterplace.com,$$,Seafood Markets;Seafood,4.0,Meatpacking District; Chelsea,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,No,No,No,Yes
770,brooklyn ball factory,95 Montrose Ave,New York,NY,11206,(718) 387-5296,,$$,Cafes;Asian Fusion,4.5,East Williamsburg,No,No,Yes,Yes,Brunch,,Casual,Hipster,Beer & Wine Only,Yes,Free,No,No
771,somtum der,85 Ave A,New York,NY,10009,(212) 260-8570,somtumder.com,$$,Thai,4.0,East Village; Alphabet City,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,No,No,Yes,No
772,love mamak,174 2nd Ave,New York,NY,10003,(212) 254-5370,lovemamak.com,$$,Thai;Malaysian;Vietnamese,4.5,East Village,Yes,Yes,Yes,Yes,Dessert,Street,Casual,Casual,Beer & Wine Only,Yes,Free,Yes,Yes
773,eastwood,221 E Broadway,New York,NY,10002,(212) 233-0124,,$$,Bars;American (Traditional),4.0,Lower East Side,No,Yes,Yes,Yes,Dinner,Street,Casual,Intimate,Beer & Wine Only,No,Free,No,No
774,rabbithole restaurant,352 Bedford Ave,New York,NY,11211,(718) 782-0910,rabbitholerestaurant.com,$$,Food;American (New);Breakfast & Brunch,4.0,Williamsburg - South Side,No,No,Yes,Yes,Brunch,Street,Casual,Hipster,Full Bar,Yes,No,Yes,No
775,myrtle & gold,343 Gold St,New York,NY,11201,(718) 858-8178,myrtlegold.com,$$,American (New);Bars,4.0,Downtown Brooklyn,Yes,Yes,Yes,Yes,Brunch; Dinner,Garage; Street,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
776,mamoun’s falafel,119 MacDougal St,New York,NY,10012,(212) 674-8685,mamouns.com,$,Middle Eastern;Falafel,4.5,Greenwich Village,No,No,Yes,No,Lunch; Late Night,Street,Casual,Casual,No,Yes,No,No,No
777,casa agave,693 9th Ave,New York,NY,10036,(929) 900-5797,casaagavenyc.com,$$,Bars;Mexican,4.0,Hell's Kitchen; Midtown West,Yes,Yes,Yes,Yes,Lunch,Street,Casual,Casual,Full Bar,No,Free,Yes,Yes
778,martha,184 DeKalb Ave,New York,NY,11205,(718) 596-4147,marthabrooklyn.com,$$,American (New),3.5,Fort Greene,Yes,No,No,Yes,Brunch,Street,Casual,Hipster,Beer & Wine Only,Yes,No,Yes,No
779,margon,136 W 46th St,New York,NY,10036,(212) 354-5013,margonnyc.com,$,Cuban;Dominican,4.0,Theater District; Midtown West,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,No,No,No,Yes
780,b4,235 East 4th Street,New York,NY,10009,(212) 535-7151,b4nyc.com,$$,American (New);Comfort Food,4.0,East Village; Alphabet City,Yes,No,Yes,Yes,Brunch,Street,Casual,Casual,Full Bar,No,No,Yes,Yes
781,pinto,118 Christopher St,New York,NY,10014,(212) 366-5455,pintonyc.com,$$,Thai,4.0,West Village,No,Yes,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,No,No,Yes,No
782,shu jiao fu zhou cuisine restaurant,118 Eldridge St,New York,NY,10002,(212) 625-2532,,$,Chinese,4.5,Lower East Side,No,No,Yes,No,Lunch,Street,Casual,Divey,No,No,No,No,No
783,brooklyn commune,601 Greenwood Ave,New York,NY,11218,(718) 686-1044,brooklyncommune.com,$$,Specialty Food;American (New),4.0,Windsor Terrace,Yes,No,Yes,Yes,Lunch,Street,Casual,Casual,No,Yes,Free,Yes,Yes
784,carma asian tapas,38-40 Carmine St,New York,NY,10014,(929) 276-1549,carmanyc.com,$$,Tapas/Small Plates;Asian Fusion;Dim Sum,4.5,West Village,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Trendy,Beer & Wine Only,Yes,Free,Yes,
785,the clam,420 Hudson St,New York,NY,10014,(212) 242-7420,theclamnyc.com,$$$,Seafood,4.5,West Village,Yes,No,No,Yes,Dinner,Street,Casual,Trendy,Full Bar,Yes,No,Yes,Yes
786,le barricou,533 Grand St,New York,NY,11211,(718) 782-7372,lebarricouny.com,$$,Breakfast & Brunch;French,4.0,Williamsburg - North Side,Yes,Yes,Yes,Yes,Brunch,Street,Casual,Casual,Full Bar,Yes,No,Yes,No
787,northern spy food co.,511 E 12th St,New York,NY,10009,(212) 228-5100,northernspyfoodco.com,$$,American (Traditional);Burgers,4.0,East Village; Alphabet City,Yes,No,Yes,Yes,Brunch,Street,Casual,Casual,Beer & Wine Only,No,No,Yes,No
788,dudleys,85 Orchard St,New York,NY,10002,(212) 925-7355,dudleysnyc.com,$$,Cafes,4.0,Lower East Side,Yes,Yes,Yes,Yes,Brunch,Street,Casual,Casual,Full Bar,Yes,No,Yes,No
789,alfie’s,800 9th Ave,New York,NY,10019,(212) 757-2390,alfiesnyc.com,$$,American (New);Gastropubs,4.0,Theater District; Hell's Kitchen; Midtown West,No,No,Yes,Yes,Brunch,Street,Casual,Casual,Full Bar,Yes,Free,Yes,No
790,comme ci comme Ça,,New York,NY,10022,(347) 935-9807,chefsamirtruck.com,$,Moroccan;Food Trucks,4.0,Midtown East; Murray Hill,No,No,Yes,No,Lunch,Street,Casual,Casual,No,No,No,No,Yes
791,oscar’s place,466 Hudson St,New York,NY,10014,(212) 741-6479,oscarsplacewestvillage.com,$$,Modern European;Breakfast & Brunch;British,4.0,West Village,Yes,Yes,Yes,Yes,Brunch,Street,Casual,Intimate,Beer & Wine Only,Yes,No,Yes,
792,bar bruno,520 Henry St,New York,NY,11231,(347) 763-0850,barbrunonyc.com,$$,American (New);Mexican;Bars,4.0,Carroll Gardens,No,Yes,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
793,kitchen 79,37-70 79th St,New York,NY,11372,(718) 803-6227,kitchen79nyc.com,$$,Thai,4.5,,Yes,Yes,Yes,Yes,Lunch,Street,Casual,Trendy,Beer & Wine Only,No,No,Yes,Yes
794,antica ristorante,8 Stone St,New York,NY,10004,(212) 480-3880,ristoranteantica.com,$$$,Italian,4.5,Financial District,Yes,Yes,Yes,Yes,Dinner,Street,Dressy,Classy,Full Bar,Yes,Free,Yes,Yes
795,bite,211 E 14th St,New York,NY,10003,(212) 677-3123,bitenyc.com,$,Sandwiches;Salad;Mediterranean,4.0,Gramercy,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,No,Free,Yes,Yes
796,minetta tavern,113 Macdougal St,New York,NY,10012,(212) 475-3850,minettatavernny.com,$$$,French;American (New);Breakfast & Brunch,4.0,Greenwich Village,Yes,No,No,Yes,Dinner,Street,Casual,Classy,Full Bar,No,No,Yes,No
797,pata negra,345 E 12th St,New York,NY,10003,(212) 228-1696,patanegratapas.com,$$,Tapas Bars;Wine Bars;Spanish,4.0,East Village,Yes,No,No,Yes,Dinner,Street,Casual,Intimate,Beer & Wine Only,No,No,Yes,No
798,central station,84 Central Ave,New York,NY,11206,(718) 483-9884,centralstationnyc.com,$$,Bars;American (New),4.5,Bushwick,Yes,No,Yes,Yes,Late Night,,Casual,Casual,Full Bar,Yes,Free,Yes,No
799,the crabby shack,613 Franklin Ave,New York,NY,11238,(718) 484-1507,thecrabbyshack.com,$$,Seafood,4.5,Crown Heights,No,Yes,Yes,Yes,Lunch; Dessert,Street,Casual,Hipster,No,No,Free,No,Yes
800,hudson eats at brookfield place,225 Liberty St 2nd Level,New York,NY,10281,(212) 417-7000,brookfieldplaceny.com/hudsone…,$$,Food Court,4.5,Battery Park,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,Yes,Free,No,No
801,tony’s di napoli,147 W 43rd St,New York,NY,10036,(212) 221-0100,tonysnyc.com,$$,Italian,4.0,Theater District; Midtown West,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,No,No,Yes,Yes
802,peter luger steak house,178 Broadway,New York,NY,11211,(718) 387-7400,peterluger.com,$$$$,Steakhouses;Salad;American (New),4.0,Williamsburg - South Side; South Williamsburg,Yes,No,No,No,Dinner,Street,Casual,Casual,Full Bar,No,No,Yes,No
803,bcd tofu house,5W 32nd St,New York,NY,10001,(212) 967-1900,bcdtofu.com,$$,Korean;Vegetarian,4.0,Koreatown; Midtown West,No,No,Yes,Yes,Brunch; Late Night,Street,Casual,Casual,Beer & Wine Only,No,Free,Yes,No
804,da andrea,35 W 13th St,New York,NY,10011,(212) 367-1979,daandreanyc.com,$$,Italian,4.0,Greenwich Village,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Casual,Beer & Wine Only,Yes,No,Yes,Yes
805,applewood,501 11th St,New York,NY,11215,(718) 788-1810,applewoodny.com,$$$,American (New),4.0,Park Slope; South Slope,Yes,No,No,Yes,Dinner,Street,Casual,Casual,Full Bar,Yes,No,Yes,No
806,st. mazie,345 Grand St Williamsburg,New York,NY,11211,(718) 384-4807,stmazie.com,$$,Bars;Comfort Food;Music Venues,4.0,Williamsburg - North Side,Yes,No,Yes,Yes,Late Night,Street,Casual,Hipster,Full Bar,Yes,No,Yes,Yes
807,meet the meat,2392 21st St,New York,NY,11105,(917) 832-7984,meetthemeat.net,$$$,Steakhouses,5.0,Astoria,Yes,Yes,Yes,Yes,,,Dressy,Classy,Full Bar,Yes,Free,Yes,
808,el luchador,87 South St,New York,NY,10038,(646) 398-7499,,$,Mexican,4.0,South Street Seaport,No,Yes,Yes,Yes,Lunch,Garage,Casual,Hipster,No,Yes,No,No,Yes
809,wolf and deer,74 5th Ave,New York,NY,11217,(718) 398-3181,wolfanddeerbrooklyn.com,$$,Wine Bars;American (New),4.0,Park Slope,No,No,No,Yes,Late Night,Street,Casual,Intimate,Full Bar,No,No,Yes,No
810,el rey coffee and luncheonette,100 Stanton,New York,NY,10002,(212) 260-3950,elreynyc.com,$$,Coffee & Tea;American (New),4.5,Lower East Side,No,No,Yes,Yes,Brunch,Street,Casual,Casual,Beer & Wine Only,No,No,Yes,No
811,the queens kickshaw,4017 Broadway,New York,NY,11103,(718) 777-0913,thequeenskickshaw.com,$$,Coffee & Tea;Gastropubs;Breakfast & Brunch,4.0,Astoria,Yes,No,Yes,Yes,Lunch,Street,Casual,Hipster,Beer & Wine Only,No,No,Yes,No
812,ashbox,1154 Manhattan Ave,New York,NY,11222,(718) 389-3222,ashboxgreenpoint.blogspot.com,$,Coffee & Tea;Japanese,4.5,Greenpoint,No,No,Yes,No,Lunch,Street,Casual,Casual,No,No,Free,No,No
813,sophie’s cuban cuisine,73 New St,New York,NY,10004,(212) 809-7755,sophiescuban.com/73new,$,Cuban;Sandwiches,3.5,Financial District,No,Yes,Yes,Yes,Lunch,,Casual,Casual,No,No,No,Yes,Yes
814,nook,746 9th Ave,New York,NY,10019,(212) 247-5500,,$$,American (New),4.0,Theater District; Hell's Kitchen; Midtown West,Yes,No,No,No,Brunch,Street,Casual,Casual,No,No,No,Yes,No
815,hillstone restaurant,153 E 53rd St,New York,NY,10022,(212) 888-3828,hillstonerestaurant.com/locat…,$$$,Jazz & Blues;American (New);Sushi Bars,4.0,Midtown East,Yes,No,Yes,Yes,Dinner,Street,Casual,Classy,Full Bar,No,No,Yes,No
816,burger & lobster,39 W 19th St,New York,NY,10011,(646) 833-7532,burgerandlobster.com/location…,$$,Seafood;Burgers,4.5,Flatiron,No,No,No,Yes,Lunch,Street,Casual,Casual,Full Bar,No,No,Yes,No
817,bluestone lane coffee,30 Broad St,New York,NY,10004,(646) 684-3771,bluestonelaneny.com,$,Cafes,4.5,Financial District,No,No,Yes,Yes,Breakfast,Street,Casual,Casual,No,Yes,No,No,Yes
818,david’s brisket house,533 Nostrand Ave,New York,NY,11216,(718) 789-1155,mybriskethouseinc.com,$$,Delis;Sandwiches,4.5,Bedford Stuyvesant; Crown Heights,Yes,No,Yes,Yes,Lunch,Street,Casual,Casual,No,No,No,No,Yes
819,fat buddha,212 Ave A,New York,NY,10009,(212) 598-0500,fatbuddhabar.com,$$,Bars;Asian Fusion;Korean,4.0,East Village; Alphabet City,Yes,No,Yes,Yes,Late Night,Street,Casual,Casual,Full Bar,No,No,Yes,Yes
820,num pang sandwich shop,28 E 12th St,New York,NY,10003,(646) 791-0439,numpangnyc.com,$,Cambodian;Sandwiches,4.0,Union Square; Greenwich Village,No,Yes,Yes,No,Lunch,Street,Casual,Casual,No,No,No,No,Yes
821,el diablito taqueria,60 E 3rd St,New York,NY,10003,(929) 352-1858,,$,Mexican,4.0,East Village,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,No,No,Free,No,No
822,cipriani le specialita,120 E 42nd St,New York,NY,10017,(212) 557-5088,cipriani.com,$$,Specialty Food;Italian;Bakeries,4.0,Midtown East; Murray Hill,No,No,Yes,Yes,Lunch,Street,Casual,Casual,No,No,No,Yes,Yes
823,cup & saucer,89 Canal St,New York,NY,10002,(212) 925-3298,,$,Diners,4.0,Lower East Side; Chinatown,No,Yes,Yes,Yes,Breakfast,Street,Casual,Casual,No,No,No,No,No
824,noodle pudding,38 Henry St,New York,NY,11201,(718) 625-3737,,$$,Italian,4.0,Brooklyn Heights,No,No,Yes,No,Dinner,Street,Casual,Romantic,Full Bar,No,No,Yes,No
825,scratch bread,1069 Bedford Ave,New York,NY,11216,(917) 803-5773,scratchbread.com,$,Bakeries;Breakfast & Brunch;Comfort Food,4.5,Bedford Stuyvesant,No,No,Yes,Yes,Brunch,Street,Casual,Hipster,No,No,No,No,No
826,the nomad library,1170 Broadway,New York,NY,10001,(347) 472-5660,thenomadhotel.com,$$$,Gastropubs;Lounges,4.0,Flatiron,Yes,No,No,Yes,Dinner; Late Night,,Dressy,Classy,Full Bar,No,Free,Yes,
827,so-home,410 W Broadway,New York,NY,10012,(212) 334-0161,so-home.com,$,Turkish;Mediterranean,4.5,South Village,No,Yes,Yes,Yes,Lunch,,Casual,,No,No,No,No,Yes
828,dar 525,525 Grand St,New York,NY,11211,(347) 422-0401,dar525.com,$$,Mediterranean;Middle Eastern,4.5,Williamsburg - North Side,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
